longitude,latitude,name,location
-68.74223,44.78035,"BurgerKing-Brewer,ME","546 Wilson St, Brewer,ME, (207) 991-9666"
-69.96635,43.9174,"BurgerKing-Brunswick,ME","56 Maine St, Brunswick,ME, (207) 829-3831"
-69.92232,43.90667,"BurgerKing-Brunswick,ME","174 Bath Rd, Brunswick,ME, (207) 729-4694"
-67.28079,45.1859,"BurgerKing-Calais,ME","124 North St, Calais,ME, (207) 454-2567"
-70.24464,43.78956,"BurgerKing-Cumberland,ME","Howard Johnson Company, Cumberland,ME, (207) 829-3831"
-68.4103,44.53436,"BurgerKing-Ellsworth,ME","205 High St, Ellsworth,ME, (207) 667-5212"
-70.15774,44.62749,"BurgerKing-Farmington,ME","633 Wilton Rd, Farmington,ME, (207) 778-9709"
-70.43929,43.68103,"BurgerKing-Gorham,ME","102 Main St, Gorham,ME, (207) 839-4343"
-70.56258,43.40481,"BurgerKing-Kennebunk,ME","Maine Tpke N, Kennebunk,ME, (207) 985-6819"
-70.73019,43.11455,"BurgerKing-Kittery,ME","336 US 1, Kittery,ME, (207) 439-5516"
-70.22153,44.09721,"BurgerKing-Lewiston,ME","8 Main St, Lewiston,ME, (207) 782-7096"
-70.20446,44.08475,"BurgerKing-Lewiston,ME","827 Lisbon St, Lewiston,ME, (207) 783-2825"
-70.20372,44.09946,"BurgerKing-Lewiston,ME","264 Pine St, Lewiston,ME, (207) 784-4518"
-70.20228,44.12228,"BurgerKing-Lewiston,ME","704 Main St, Lewiston,ME, (207) 795-6133"
-69.83894,44.20198,"BurgerKing-Litchfield,ME","Mile 95 N Maine Turnpike Unit 13j.09, Litchfield,ME, (207) 582-4878"
-68.69013,44.90475,"BurgerKing-Orono,ME","12 Stillwater Ave, Orono,ME, (207) 827-7248"
-69.2968,44.82932,"BurgerKing-Palmyra,ME","530 Oxbow Rd, Palmyra,ME, (207) 368-5021"
-70.32298,43.67493,"BurgerKing-Portland,ME","1071 Brighton Ave, Portland,ME, (207) 773-3097"
-70.28882,43.69921,"BurgerKing-Portland,ME","318 Allen Ave, Portland,ME, (207) 797-4711"
-70.2795,43.65267,"BurgerKing-Portland,ME","274 Saint John St, Portland,ME, (207) 774-3331"
-70.2768,43.66626,"BurgerKing-Portland,ME","449 Forest Ave, Portland,ME, (207) 773-5678"
-69.10483,44.11494,"BurgerKing-Rockland,ME","49 Camden St, Rockland,ME, (207) 594-4353"
-70.4343,43.50997,"BurgerKing-Saco,ME","520 Main St, Saco,ME, (207) 282-3718"
-70.75541,43.41906,"BurgerKing-Sanford,ME","1252 Main St, Sanford,ME, (207) 324-8797"
-70.3341,43.59034,"BurgerKing-Scarborough,ME","233 US 1, Scarborough,ME, (207) 883-5643"
-69.72559,44.77822,"BurgerKing-Skowhegan,ME","354 Madison Ave, Skowhegan,ME, (207) 474-2217"
-70.51953,44.21506,"BurgerKing-South Paris,ME","157 Main St, South Paris,ME, (207) 743-2022"
-70.33134,43.63647,"BurgerKing-South Portland,ME","375 Gorham Rd, South Portland,ME, (207) 772-2640"
-69.67793,44.54519,"BurgerKing-Waterville,ME","465 Kennedy Memorial Dr, Waterville,ME, (207) 877-0772"
-69.64409,44.54197,"BurgerKing-Waterville,ME","145 Silver St, Waterville,ME, (207) 872-0515"
-69.62957,44.55634,"BurgerKing-Waterville,ME","44 College Ave, Waterville,ME, (207) 872-6848"
-70.44161,43.83826,"BurgerKing-Windham,ME","793 Roosevelt Trl, Windham,ME, (207) 892-5597"
-84.04339,41.87909,"BurgerKing-Adrian,MI","1400 S Main St, Adrian,MI, (517) 265-8116"
-84.02941,41.91024,"BurgerKing-Adrian,MI","1225 N Main St, Adrian,MI, (517) 266-7700"
-84.75618,42.26175,"BurgerKing-Albion,MI","1508 N Eaton St, Albion,MI, (517) 629-2882"
-85.87324,42.53369,"BurgerKing-Allegan,MI","1582 M 40 N, Allegan,MI, (616) 673-7168"
-85.8722,42.53183,"BurgerKing-Allegan,MI","1564 Lincoln Rd, Allegan,MI, (269) 673-7168"
-85.90546,42.97215,"BurgerKing-Allendale,MI","4842 Lake Michigan Dr, Allendale,MI, (616) 895-4944"
-84.66692,43.39539,"BurgerKing-Alma,MI","1675 Wright Ave, Alma,MI, (989) 463-1076"
-83.456611,45.043929,"BurgerKing-Alpena,MI","2394 US 23 South, Alpena,MI, (517) 356-3639"
-83.83829,42.28434,"BurgerKing-Ann Arbor,MI","151 S Zeeb Rd, Ann Arbor,MI, (734) 622-0120"
-83.77775,42.27541,"BurgerKing-Ann Arbor,MI","2295 W Stadium Blvd, Ann Arbor,MI, (734) 761-8943"
-83.74212,42.24115,"BurgerKing-Ann Arbor,MI","458 Briarwood Cir, Ann Arbor,MI, (734) 761-9313"
-83.73798,42.24002,"BurgerKing-Ann Arbor,MI","725 Victors Way, Ann Arbor,MI, (734) 996-1223"
-83.66373,42.25077,"BurgerKing-Ann Arbor,MI","4885 Washtenaw Ave, Ann Arbor,MI, (734) 434-8994"
-83.24719,42.65147,"BurgerKing-Auburn Hills,MI","910 N Opdyke Rd, Auburn Hills,MI, (810) 377-9555"
-84.08936,43.59896,"BurgerKing-Auburn,MI","4907 S Garfield Rd, Auburn,MI, (517) 662-2530"
-83.00117,43.82001,"BurgerKing-Bad Axe,MI","769 N Van Dyke Rd, Bad Axe,MI, (626) 969-5552"
-85.23631,42.29721,"BurgerKing-Battle Creek,MI","2167 Columbia Ave W, Battle Creek,MI, (616) 968-0538"
-85.23189,42.34502,"BurgerKing-Battle Creek,MI","1500 Michigan Ave W, Battle Creek,MI, (616) 969-0908"
-85.2003,42.26087,"BurgerKing-Battle Creek,MI","4840 Beckley Rd, Battle Creek,MI, (616) 979-9370"
-85.1994,42.30322,"BurgerKing-Battle Creek,MI","673 Capital Ave Sw, Battle Creek,MI, (616) 964-0646"
-85.18075,42.3386,"BurgerKing-Battle Creek,MI","575 North Ave, Battle Creek,MI, (616) 963-7828"
-85.1405,42.31114,"BurgerKing-Battle Creek,MI","979 E Michigan Ave, Battle Creek,MI, (269) 965-8276"
-83.95084,43.55764,"BurgerKing-Bay City,MI","6304 Westside Saginaw Rd, Bay City,MI, (989) 684-8690"
-83.915,43.60966,"BurgerKing-Bay City,MI","805 N Euclid Ave, Bay City,MI, (989) 684-0550"
-83.89833,43.62365,"BurgerKing-Bay City,MI","3910 E Wilder Rd, Bay City,MI, (989) 684-6520"
-83.54409,42.21487,"BurgerKing-Belleville,MI","2170 Rawsonville Rd, Belleville,MI, (734) 484-0710"
-83.4854,42.21682,"BurgerKing-Belleville,MI","11550 Belleville Rd, Belleville,MI, (734) 697-2908"
-83.44521,42.24945,"BurgerKing-Belleville,MI","41360 Ecorse Rd, Belleville,MI, (734) 394-2720"
-86.4364,42.08095,"BurgerKing-Benton Harbor,MI","2035 M 139, Benton Harbor,MI, (616) 927-1142"
-86.41841,42.08279,"BurgerKing-Benton Harbor,MI","1945 Pipestone Rd, Benton Harbor,MI, (616) 926-8806"
-83.19625,42.50309,"BurgerKing-Berkley,MI","3612 12 Mile Rd, Berkley,MI, (248) 541-2726"
-83.7796,43.25032,"BurgerKing-Birch Run,MI","8815 Birch Run Rd, Birch Run,MI, (989) 624-4946"
-83.28986,42.60312,"BurgerKing-Bloomfield Hills,MI","2527 S Telegraph Rd, Bloomfield Hills,MI, (248) 332-9819"
-83.28465,42.54522,"BurgerKing-Bloomfield Hills,MI","6465 Telegraph Rd, Bloomfield Hills,MI, (248) 540-2237"
-83.86997,43.35337,"BurgerKing-Bridgeport,MI","6375 Dixie Hwy, Bridgeport,MI, (989) 777-2240"
-83.78711,42.54228,"BurgerKing-Brighton,MI","8489 W Grand River Ave, Brighton,MI, (810) 227-1676"
-84.24812,42.11384,"BurgerKing-Brooklyn,MI","11299 Brooklyn Rd, Brooklyn,MI, (517) 592-4076"
-83.26835,42.13527,"BurgerKing-Brownstown Township,MI","23400 Telegraph Rd, Brownstown Township,MI, (313) 295-6330"
-83.69257,42.9694,"BurgerKing-Burton,MI","4171 Fenton Rd, Burton,MI, (810) 239-4004"
-83.63423,43.03299,"BurgerKing-Burton,MI","4024 Davison Rd, Burton,MI, (810) 744-0734"
-83.48669,42.27174,"BurgerKing-Canton,MI","45455 Michigan Ave, Canton,MI, (734) 398-5165"
-83.48418,42.32216,"BurgerKing-Canton,MI","45114 Ford Rd, Canton,MI, (734) 459-9740"
-83.45467,42.33337,"BurgerKing-Canton,MI","41949 Sunderland Dr, Canton,MI, (734) 844-3908"
-83.40775,43.48057,"BurgerKing-Caro,MI","1060 W Caro Rd, Caro,MI, (989) 673-5566"
-83.02785,42.48935,"BurgerKing-Center Line,MI","26631 Van Dyke Ave, Center Line,MI, (586) 756-8310"
-85.258568,45.307507,"BurgerKing-Charlevoix,MI","1408 South Bridge St, Charlevoix,MI, (616) 547-7000"
-84.82886,42.56648,"BurgerKing-Charlotte,MI","214 Lansing St, Charlotte,MI, (517) 543-1328"
-84.482945,45.634355,"BurgerKing-Cheboygan,MI","664 South Main St, Cheboygan,MI, (616) 627-1600"
-84.13161,43.18781,"BurgerKing-Chesaning,MI","1310 Brady St, Chesaning,MI, (517) 845-3262"
-83.41633,42.71886,"BurgerKing-Clarkston,MI","6674 Dixie Hwy, Clarkston,MI, (248) 625-4477"
-83.14887,42.53353,"BurgerKing-Clawson,MI","172 W 14 Mile Rd, Clawson,MI, (248) 435-5353"
-82.95272,42.60233,"BurgerKing-Clinton Twp,MI","41591 Garfield Rd, Clinton Twp,MI, (586) 263-6130"
-82.92461,42.55329,"BurgerKing-Clinton Twp,MI","34925 Groesbeck Hwy, Clinton Twp,MI, (586) 791-0990"
-82.88813,42.5753,"BurgerKing-Clinton Twp,MI","37746 S Gratiot Ave, Clinton Twp,MI, (586) 469-6929"
-83.76521,43.17749,"BurgerKing-Clio,MI","4295 W Vienna Rd, Clio,MI, (810) 687-7320"
-84.98447,41.93785,"BurgerKing-Coldwater,MI","396 E Chicago St, Coldwater,MI, (517) 278-4869"
-83.44579,42.59355,"BurgerKing-Commerce,MI","2915 Union Lake Rd, Commerce,MI, (248) 363-5152"
-85.957,43.05793,"BurgerKing-Coopersville,MI","125 68th Ave S, Coopersville,MI, (616) 837-9770"
-83.51785,43.0174,"BurgerKing-Davison,MI","1084 S State Rd, Davison,MI, (810) 653-2300"
-83.23911,42.34299,"BurgerKing-Dearborn Heights,MI","20401 W Warren St, Dearborn Heights,MI, (313) 336-4624"
-83.2848,42.29802,"BurgerKing-Dearborn,MI","25300 Michigan Ave, Dearborn,MI, (313) 563-3504"
-83.18772,42.31879,"BurgerKing-Dearborn,MI","14808 Michigan Ave, Dearborn,MI, (313) 581-7215"
-83.17652,42.33221,"BurgerKing-Dearborn,MI","5901 Schaefer Rd, Dearborn,MI, (313) 581-6106"
-83.15739,42.34306,"BurgerKing-Dearborn,MI","7021 Wyoming St, Dearborn,MI, (313) 846-5592"
-83.27656,42.40862,"BurgerKing-Detroit,MI","16196 Telegraph Rd, Detroit,MI, (313) 538-5510"
-83.25813,42.42931,"BurgerKing-Detroit,MI","19100 Lahser Rd, Detroit,MI, (313) 387-8135"
-83.24007,42.40955,"BurgerKing-Detroit,MI","20200 Grand River Ave, Detroit,MI, (313) 534-8750"
-83.23908,42.37202,"BurgerKing-Detroit,MI","20240 Plymouth Rd, Detroit,MI, (313) 837-4392"
-83.21343,42.44429,"BurgerKing-Detroit,MI","17151 W 8 Mile Rd, Detroit,MI, (313) 835-8550"
-83.20161,42.39407,"BurgerKing-Detroit,MI","15800 Grand River Ave, Detroit,MI, (313) 273-8077"
-83.19998,42.4305,"BurgerKing-Detroit,MI","15500 W 7 Mile Rd, Detroit,MI, (313) 342-5397"
-83.19709,42.35641,"BurgerKing-Detroit,MI","8585 Greenfield Rd, Detroit,MI, (313) 581-8433"
-83.17991,42.41666,"BurgerKing-Detroit,MI","13600 W Mcnichols Rd, Detroit,MI, (313) 342-5397"
-83.14078,42.41156,"BurgerKing-Detroit,MI","16245 Livernois Ave, Detroit,MI, (313) 864-3969"
-83.13898,42.36898,"BurgerKing-Detroit,MI","9871 Livernois Ave, Detroit,MI, (313) 934-2878"
-83.12783,42.39101,"BurgerKing-Detroit,MI","3200 W Davison, Detroit,MI, (313) 869-5063"
-83.10903,42.31556,"BurgerKing-Detroit,MI","6251 W Vernor Hwy, Detroit,MI, (313) 849-4477"
-83.07666,42.37522,"BurgerKing-Detroit,MI","8201 Woodward Ave, Detroit,MI, (313) 972-1088"
-83.06139,42.3257,"BurgerKing-Detroit,MI","1425 W Lafayette Blvd, Detroit,MI, (313) 965-5464"
-83.06021,42.35519,"BurgerKing-Detroit,MI","4646 John R St, Detroit,MI, (313) 576-1000"
-83.04021,42.32998,"BurgerKing-Detroit,MI","400 Renaissance Ctr #1042, Detroit,MI, ("
-83.03391,42.35005,"BurgerKing-Detroit,MI","2155 Gratiot Ave, Detroit,MI, (313) 567-3160"
-83.02465,42.44157,"BurgerKing-Detroit,MI","19901 Van Dyke St, Detroit,MI, (313) 893-3260"
-83.00767,42.38954,"BurgerKing-Detroit,MI","9239 Gratiot Ave, Detroit,MI, (313) 921-2289"
-83.00282,42.36844,"BurgerKing-Detroit,MI","8321 Mack Ave, Detroit,MI, (313) 579-3610"
-82.99276,42.41246,"BurgerKing-Detroit,MI","11981 Gratiot Ave, Detroit,MI, (313) 527-2550"
-82.96588,42.38393,"BurgerKing-Detroit,MI","12661 Mack Ave, Detroit,MI, (313) 821-3380"
-82.95812,42.42819,"BurgerKing-Detroit,MI","18021 Kelly Rd, Detroit,MI, (313) 839-1780"
-82.9255,42.40749,"BurgerKing-Detroit,MI","17440 E Warren Ave, Detroit,MI, (313) 882-0095"
-84.54267,42.82576,"BurgerKing-Dewitt,MI","13135 S Old US 27, Dewitt,MI, (517) 669-8800"
-86.12192,41.98443,"BurgerKing-Dowagiac,MI","903 Spruce St, Dowagiac,MI, (616) 782-5715"
-83.6696,41.95881,"BurgerKing-Dundee,MI","611 Tecumseh St, Dundee,MI, (734) 529-2818"
-84.50484,42.76088,"BurgerKing-East Lansing,MI","1580 W Lake Lansing Rd, East Lansing,MI, (517) 351-5034"
-84.468,42.73107,"BurgerKing-East Lansing,MI","1141 E Grand River Ave, East Lansing,MI, (517) 351-2600"
-82.96673,42.45081,"BurgerKing-Eastpointe,MI","20840 Gratiot Ave, Eastpointe,MI, (586) 771-3950"
-82.93758,42.45063,"BurgerKing-Eastpointe,MI","17875 E 8 Mile Rd, Eastpointe,MI, (586) 773-5330"
-84.65613,42.50452,"BurgerKing-Eaton Rapids,MI","809 S Main St, Eaton Rapids,MI, (517) 663-8316"
-83.13914,42.25554,"BurgerKing-Ecorse,MI","3863 W Jefferson Ave, Ecorse,MI, (435) 674-7897"
-83.85078,43.59497,"BurgerKing-Essexville,MI","2706 Center Ave, Essexville,MI, (989) 893-8696"
-83.3699,42.46225,"BurgerKing-Farmington,MI","32704 Grand River Ave, Farmington,MI, (248) 471-5991"
-83.35908,42.51159,"BurgerKing-Farmington,MI","29206 Orchard Lake Rd, Farmington,MI, (248) 851-7473"
-83.74206,42.79011,"BurgerKing-Fenton,MI","19055 Silver Pky, Fenton,MI, (810) 750-2277"
-83.7077,42.81396,"BurgerKing-Fenton,MI","1355 N Leroy St, Fenton,MI, (810) 629-0930"
-83.16486,42.44596,"BurgerKing-Ferndale,MI","10336 W 8 Mile Rd, Ferndale,MI, (248) 548-4419"
-83.2879,42.10485,"BurgerKing-Flat Rock,MI","27517 Telegraph Rd, Flat Rock,MI, (734) 782-9099"
-83.77418,43.00215,"BurgerKing-Flint,MI","5060 Corunna Rd, Flint,MI, (810) 732-7150"
-83.76842,43.06073,"BurgerKing-Flint,MI","4408 W Pierson Rd, Flint,MI, (810) 732-4470"
-83.73346,43.00373,"BurgerKing-Flint,MI","1006 S Ballenger Hwy, Flint,MI, (810) 238-1971"
-83.73284,43.04907,"BurgerKing-Flint,MI","3801 Clio Rd, Flint,MI, (810) 732-3065"
-83.73138,42.99282,"BurgerKing-Flint,MI","3459 Miller Rd, Flint,MI, (810) 732-0870"
-83.6943,43.08992,"BurgerKing-Flint,MI","5551 N Saginaw St, Flint,MI, (810) 789-4214"
-83.69234,42.94562,"BurgerKing-Flint,MI","5510 Fenton Rd, Flint,MI, (810) 233-6937"
-83.65324,42.9907,"BurgerKing-Flint,MI","3625 S Dort Hwy, Flint,MI, (810) 743-1560"
-82.45626,43.03578,"BurgerKing-Fort Gratiot,MI","4350 24th Ave, Fort Gratiot,MI, (810) 385-9400"
-83.7384,43.34195,"BurgerKing-Frankenmuth,MI","490 N Main St, Frankenmuth,MI, (989) 652-2288"
-84.1228,43.52481,"BurgerKing-Freeland,MI","150 E Washington Rd, Freeland,MI, (517) 695-6001"
-85.96695,43.46737,"BurgerKing-Fremont,MI","1255 W Main St, Fremont,MI, (231) 924-3669"
-83.32053,42.32579,"BurgerKing-Garden City,MI","28333 Ford Rd, Garden City,MI, (734) 422-1570"
-84.6846,45.027258,"BurgerKing-Gaylord,MI","832 West Main, Gaylord,MI, (989) 732-2660"
-84.678217,44.986245,"BurgerKing-Gaylord,MI","2801 South Otsego Ave, Gaylord,MI, (989) 731-2688"
-83.63237,42.92968,"BurgerKing-Grand Blanc,MI","11325 S Saginaw St, Grand Blanc,MI, (810) 694-0159"
-86.22004,43.04523,"BurgerKing-Grand Haven,MI","1710 S Beacon Blvd, Grand Haven,MI, (616) 842-1060"
-84.73553,42.74072,"BurgerKing-Grand Ledge,MI","888 E Saginaw Hwy, Grand Ledge,MI, (517) 627-0818"
-85.69814,42.98568,"BurgerKing-Grand Rapids,MI","1209 Leonard St Nw, Grand Rapids,MI, (616) 456-9898"
-85.68859,43.01256,"BurgerKing-Grand Rapids,MI","2672 Alpine Ave Nw, Grand Rapids,MI, (616) 363-5683"
-85.68687,43.014,"BurgerKing-Grand Rapids,MI","720 3 Mile Rd Nw, Grand Rapids,MI, (616) 784-4000"
-85.67934,42.96646,"BurgerKing-Grand Rapids,MI","410 Pearl St Nw, Grand Rapids,MI, (616) 458-1382"
-85.78271,42.8854,"BurgerKing-Grandville,MI","31 44th St Sw, Grandville,MI, (616) 667-1500"
-85.77546,42.90558,"BurgerKing-Grandville,MI","4558 Chicago Dr Sw, Grandville,MI, (616) 531-8154"
-83.74554,42.63365,"BurgerKing-Hartland,MI","10382 Highland Rd, Hartland,MI, (810) 632-7296"
-83.10388,42.46321,"BurgerKing-Hazel Park,MI","23240 John R Rd, Hazel Park,MI, (248) 545-6293"
-83.09506,42.40291,"BurgerKing-Highland Park,MI","13324 Woodward Ave, Highland Park,MI, (313) 865-2965"
-83.57607,42.65395,"BurgerKing-Highland,MI","2775 E Highland Rd, Highland,MI, (248) 887-0030"
-84.64125,41.92989,"BurgerKing-Hillsdale,MI","209 W Carleton Rd, Hillsdale,MI, (517) 437-3250"
-86.12125,42.80126,"BurgerKing-Holland,MI","98 Adams St, Holland,MI, (616) 772-1700"
-86.11586,42.76977,"BurgerKing-Holland,MI","735 Michigan Ave, Holland,MI, (616) 395-5252"
-86.11346,42.80347,"BurgerKing-Holland,MI","187 N River Ave, Holland,MI, (616) 392-2239"
-86.0893,42.80841,"BurgerKing-Holland,MI","2378 N Park Dr, Holland,MI, (616) 396-4646"
-86.07884,42.78334,"BurgerKing-Holland,MI","651 E 16th St, Holland,MI, (616) 396-1290"
-84.53073,42.65317,"BurgerKing-Holt,MI","2464 Cedar St, Holt,MI, (517) 694-2600"
-83.91095,42.60014,"BurgerKing-Howell,MI","2184 E Grand River Ave, Howell,MI, (517) 546-6985"
-85.86136,42.85206,"BurgerKing-Hudsonville,MI","4555 32nd Ave, Hudsonville,MI, (616) 669-2002"
-83.0714,43.00917,"BurgerKing-Imlay City,MI","1923 S Cedar St, Imlay City,MI, (810) 724-2248"
-84.610338,45.403653,"BurgerKing-Indian River,MI","4011 Club Rd, Indian River,MI, (616) 236-2600"
-85.07,42.98191,"BurgerKing-Ionia,MI","120 S Dexter St, Ionia,MI, (616) 527-2652"
-84.58952,43.29184,"BurgerKing-Ithaca,MI","1335 E Center St, Ithaca,MI, (517) 875-2600"
-84.45313,42.27132,"BurgerKing-Jackson,MI","2584 Airport Rd, Jackson,MI, (517) 782-4799"
-84.42328,42.26213,"BurgerKing-Jackson,MI","1023 N West Ave, Jackson,MI, (517) 782-1409"
-84.38396,42.25134,"BurgerKing-Jackson,MI","1625 E Michigan Ave, Jackson,MI, (517) 782-3530"
-84.38125,42.19703,"BurgerKing-Jackson,MI","1250 E Mcdevitt Ave, Jackson,MI, (517) 768-9407"
-85.82745,42.90702,"BurgerKing-Jenison,MI","1814 Baldwin St, Jenison,MI, (616) 457-1141"
-85.67731,42.24007,"BurgerKing-Kalamazoo,MI","5341 S 9th St, Kalamazoo,MI, (616) 372-4255"
-85.65628,42.29599,"BurgerKing-Kalamazoo,MI","5431 W Main St, Kalamazoo,MI, (616) 343-7510"
-85.64071,42.27086,"BurgerKing-Kalamazoo,MI","4200 Stadium Dr, Kalamazoo,MI, (616) 375-7468"
-85.59427,42.29111,"BurgerKing-Kalamazoo,MI","760 W Michigan Ave, Kalamazoo,MI, (616) 349-6552"
-85.58949,42.26128,"BurgerKing-Kalamazoo,MI","3015 S Westnedge Ave, Kalamazoo,MI, (616) 343-2066"
-83.32701,42.61291,"BurgerKing-Keego Harbor,MI","2140 Orchard Lake Rd, Keego Harbor,MI, (248) 681-3364"
-83.24052,42.76557,"BurgerKing-Lake Orion,MI","1155 S Lapeer Rd, Lake Orion,MI, (248) 693-2390"
-83.62546,41.74841,"BurgerKing-Lambertville,MI","7370 Secor Rd, Lambertville,MI, (734) 854-5444"
-84.65957,42.74121,"BurgerKing-Lansing,MI","7416 W Saginaw Hwy, Lansing,MI, (517) 323-3866"
-84.60284,42.72872,"BurgerKing-Lansing,MI","523 S Waverly Rd, Lansing,MI, (517) 321-5888"
-84.59054,42.76688,"BurgerKing-Lansing,MI","4400 N Grand River Ave, Lansing,MI, (517) 886-4997"
-84.56723,42.6986,"BurgerKing-Lansing,MI","3311 S Martin Luther King Jr Blvd, Lansing,MI, (517) 394-0798"
-84.54813,42.67743,"BurgerKing-Lansing,MI","5522 S Cedar St, Lansing,MI, (517) 393-5378"
-84.54621,42.74096,"BurgerKing-Lansing,MI","505 E Saginaw St, Lansing,MI, (517) 482-2600"
-84.54267,42.76399,"BurgerKing-Lansing,MI","3012 N East St, Lansing,MI, (517) 482-7444"
-84.51575,42.68275,"BurgerKing-Lansing,MI","2520 E Jolly Rd, Lansing,MI, (517) 394-5000"
-84.50791,42.74095,"BurgerKing-Lansing,MI","3121 E Saginaw St, Lansing,MI, (517) 332-2600"
-83.32001,43.04293,"BurgerKing-Lapeer,MI","727 S Main St, Lapeer,MI, (810) 667-9178"
-83.19431,42.25281,"BurgerKing-Lincoln Park,MI","2155 Dix Hwy, Lincoln Park,MI, (313) 388-2227"
-83.18088,42.22501,"BurgerKing-Lincoln Park,MI","4063 Fort St, Lincoln Park,MI, (313) 294-2155"
-83.38592,42.36793,"BurgerKing-Livonia,MI","34835 Plymouth Rd, Livonia,MI, (734) 522-3311"
-83.33435,42.39894,"BurgerKing-Livonia,MI","15378 Middlebelt Rd, Livonia,MI, (734) 427-9740"
-83.33414,42.42702,"BurgerKing-Livonia,MI","29211 7 Mile Rd, Livonia,MI, (248) 477-8321"
-83.3215,42.36935,"BurgerKing-Livonia,MI","28203 Plymouth Rd, Livonia,MI, (734) 522-4499"
-86.40931,43.95572,"BurgerKing-Ludington,MI","5215 W Us Highway 10, Ludington,MI, (231) 845-1100"
-84.731675,45.780576,"BurgerKing-Mackinaw City,MI","103 South Nicolet, Mackinaw City,MI, (616) 436-2600"
-82.93453,42.6288,"BurgerKing-MacOmb,MI","18815 Hall Rd, MacOmb,MI, (586) 263-5777"
-82.85883,42.63354,"BurgerKing-MacOmb,MI","45470 N Gratiot Ave, MacOmb,MI, (586) 598-8688"
-83.0899,42.50497,"BurgerKing-Madison Heights,MI","1540 E 12 Mile Rd, Madison Heights,MI, (248) 398-7989"
-83.0795,43.30594,"BurgerKing-Marlette,MI","3783 S Van Dyke Rd, Marlette,MI, (989) 635-2571"
-84.98434,42.27118,"BurgerKing-Marshall,MI","15998 W Michigan Ave, Marshall,MI, (616) 781-3120"
-82.49531,42.91194,"BurgerKing-Marysville,MI","3100 Gratiot Blvd, Marysville,MI, (810) 364-6390"
-84.45912,42.59039,"BurgerKing-Mason,MI","730 N Cedar St, Mason,MI, (517) 676-2600"
-83.18816,42.28095,"BurgerKing-Melvindale,MI","18520 Allen Rd, Melvindale,MI, (313) 381-0897"
-84.34048,42.23687,"BurgerKing-Michigan Center,MI","4080 Page Ave, Michigan Center,MI, (517) 764-7705"
-84.24702,43.65828,"BurgerKing-Midland,MI","6730 Eastman Ave, Midland,MI, (989) 631-7303"
-84.21239,43.61326,"BurgerKing-Midland,MI","2003 S Saginaw Rd, Midland,MI, (989) 631-9030"
-83.40377,41.94292,"BurgerKing-Monroe,MI","1566 N Telegraph Rd, Monroe,MI, (734) 242-6120"
-83.39526,41.88202,"BurgerKing-Monroe,MI","14515 Laplaisance Rd, Monroe,MI, (734) 241-5418"
-83.35525,41.92852,"BurgerKing-Monroe,MI","1975 Welcome Way, Monroe,MI, (734) 289-4416"
-82.89933,42.60128,"BurgerKing-Mt Clemens,MI","54 N Groesbeck Hwy, Mt Clemens,MI, (586) 465-5551"
-86.26327,43.18991,"BurgerKing-Muskegon,MI","3436 Henry St, Muskegon,MI, (231) 737-9242"
-86.24535,43.23564,"BurgerKing-Muskegon,MI","928 Terrace St, Muskegon,MI, (231) 728-7157"
-86.20831,43.23433,"BurgerKing-Muskegon,MI","1436 E Apple Ave, Muskegon,MI, (231) 773-9321"
-86.20419,43.29433,"BurgerKing-Muskegon,MI","2190 Holton Rd, Muskegon,MI, (231) 744-7161"
-86.2004,43.15403,"BurgerKing-Muskegon,MI","1815 E Sternberg Rd, Muskegon,MI, (231) 798-4434"
-82.83113,42.67454,"BurgerKing-New Baltimore,MI","27700 23 Mile Rd, New Baltimore,MI, (586) 949-1223"
-82.77394,42.67561,"BurgerKing-New Baltimore,MI","33491 23 Mile Rd, New Baltimore,MI, (586) 725-1127"
-83.38731,42.13711,"BurgerKing-New Boston,MI","35777 S Huron Rd, New Boston,MI, (734) 753-4527"
-85.80189,43.40549,"BurgerKing-Newaygo,MI","8180 Mason Dr, Newaygo,MI, (231) 652-4174"
-83.31792,42.00758,"BurgerKing-Newport,MI","3270 Newport Rd, Newport,MI, (734) 586-6505"
-86.25054,41.77452,"BurgerKing-Niles,MI","2701 S 11th St, Niles,MI, (616) 684-5756"
-86.24827,41.81404,"BurgerKing-Niles,MI","1250 S 11th St, Niles,MI, (616) 684-3172"
-83.43623,42.4719,"BurgerKing-Novi,MI","39601 Grand River Ave, Novi,MI, (248) 473-0070"
-84.43243,42.68192,"BurgerKing-Okemos,MI","3464 Okemos Rd, Okemos,MI, (517) 349-6946"
-84.42336,42.7215,"BurgerKing-Okemos,MI","2010 W Grand River Ave, Okemos,MI, (517) 347-2600"
-83.68609,41.79826,"BurgerKing-Ottawa Lake,MI","5798 St Anthony Rd, Ottawa Lake,MI, (734) 854-2363"
-84.14587,42.9979,"BurgerKing-Owosso,MI","1365 E Main St, Owosso,MI, (989) 723-8468"
-83.25667,42.81594,"BurgerKing-Oxford,MI","583 S Lapeer Rd, Oxford,MI, (248) 628-3636"
-84.641,42.26901,"BurgerKing-Parma,MI","13201 W Michigan Ave, Parma,MI, (517) 531-3044"
-85.89156,42.21268,"BurgerKing-Paw Paw,MI","840 S Kalamazoo St, Paw Paw,MI, (616) 657-4844"
-84.2186,42.83631,"BurgerKing-Perry,MI","2994 W Lansing Rd, Perry,MI, (517) 625-8696"
